"state","municipality","register","COBRADE","population","deaths","injured","sick","displaced","homeless","disapeared","other affecteds","Year"
"MS","Nioaque","2024-11-06","13214 - Tempestade Local/Convectiva - Chuvas Intensas",14396,0,0,0,0,0,0,0,2024
"PE","Ipojuca","2024-11-26","11321 - Deslizamentos",80542,0,0,0,0,0,0,0,2024
"ES","Irupi","2024-11-05","12100 - Inundações",11729,0,0,0,1,0,0,0,2024
"MS","Bodoquena","2024-11-04","12200 - Enxurradas",7986,0,0,0,0,14,0,26,2024
"MS","Nioaque","2024-11-04","13214 - Tempestade Local/Convectiva - Chuvas Intensas",14396,0,0,0,0,0,0,0,2024
"MS","Coxim","2024-11-04","13212 - Tempestade Local/Convectiva - Tempestade de Raios",32180,0,0,0,1,3,0,0,2024
"RS","Canoas","2024-11-01","13214 - Tempestade Local/Convectiva - Chuvas Intensas",324025,0,0,0,3341,0,0,8180,2024
"ES","Anchieta","2024-11-21","11321 - Deslizamentos",23894,0,0,0,0,0,0,0,2024
"SC","Agronômica","2024-10-30","13213 - Tempestade Local/Convectiva - Granizo",4901,0,0,0,0,0,0,560,2024
"PR","Rebouças","2024-11-01","13213 - Tempestade Local/Convectiva - Granizo",14176,0,0,0,0,0,0,650,2024
"PR","Rio Azul","2024-10-31","13213 - Tempestade Local/Convectiva - Granizo",14093,0,0,0,0,0,0,1760,2024
"PR","Lidianópolis","2024-11-05","13213 - Tempestade Local/Convectiva - Granizo",3972,0,0,0,0,3,0,280,2024
"ES","Alfredo Chaves","2024-10-30","13214 - Tempestade Local/Convectiva - Chuvas Intensas",13960,0,0,0,0,0,0,0,2024
"RJ","Santa Maria Madalena","2024-11-14","11321 - Deslizamentos",10321,0,0,0,0,10,0,0,2024
"MG","Guanhães","2024-10-29","13214 - Tempestade Local/Convectiva - Chuvas Intensas",31266,0,0,0,0,0,0,0,2024
"MG","Guaranésia","2024-10-28","13214 - Tempestade Local/Convectiva - Chuvas Intensas",18714,0,0,0,0,7,0,3500,2024
"ES","Baixo Guandu","2024-10-27","13214 - Tempestade Local/Convectiva - Chuvas Intensas",29086,0,0,0,0,0,0,0,2024
"MG","Dom Silvério","2024-11-26","12100 - Inundações",5193,0,0,0,0,0,0,0,2024
"MG","Uberaba","2024-10-29","13214 - Tempestade Local/Convectiva - Chuvas Intensas",296000,0,0,0,0,100,0,337736,2024
"MG","Juiz de Fora","2024-10-28","13214 - Tempestade Local/Convectiva - Chuvas Intensas",517872,0,0,0,0,0,0,0,2024
"SP","Santo Anastácio","2024-10-30","13215 - Tempestade Local/Convectiva - Vendaval",20498,0,0,0,2,4,0,500,2024
"MS","Nioaque","2024-10-28","13215 - Tempestade Local/Convectiva - Vendaval",14396,0,0,0,0,0,0,0,2024
"SC","Mafra","2024-10-25","13214 - Tempestade Local/Convectiva - Chuvas Intensas",52920,0,0,0,0,0,0,0,2024
"MS","Nioaque","2024-10-25","13215 - Tempestade Local/Convectiva - Vendaval",14396,0,0,0,0,0,0,0,2024
"SC","Canoinhas","2024-10-25","13214 - Tempestade Local/Convectiva - Chuvas Intensas",52775,0,0,0,0,0,0,0,2024
"PR","Santa Maria do Oeste","2024-10-31","13215 - Tempestade Local/Convectiva - Vendaval",11497,0,0,0,0,0,0,124,2024
"PR","Santa Maria do Oeste","2024-10-25","13214 - Tempestade Local/Convectiva - Chuvas Intensas",11497,0,0,0,0,0,0,124,2024
"RJ","Duque de Caxias","2024-10-25","13215 - Tempestade Local/Convectiva - Vendaval",855046,0,0,0,0,0,0,0,2024
"SC","Chapadão do Lageado","2024-10-29","13215 - Tempestade Local/Convectiva - Vendaval",2764,0,0,0,0,0,0,0,2024
"SC","Ponte Alta","2024-10-25","13215 - Tempestade Local/Convectiva - Vendaval",4895,0,0,0,0,0,0,0,2024
"SC","Abdon Batista","2024-10-25","13215 - Tempestade Local/Convectiva - Vendaval",2653,0,0,0,0,0,0,15,2024
"SC","Urussanga","2024-10-25","13215 - Tempestade Local/Convectiva - Vendaval",20222,0,0,0,0,5,0,80,2024
"RS","Ciríaco","2024-10-25","13215 - Tempestade Local/Convectiva - Vendaval",4922,0,0,0,0,0,0,100,2024
"SP","Paranapanema","2024-10-31","13215 - Tempestade Local/Convectiva - Vendaval",17810,0,0,0,0,0,0,514,2024
"SC","Descanso","2024-10-25","13215 - Tempestade Local/Convectiva - Vendaval",8638,0,0,0,0,0,0,18,2024
"SC","Tubarão","2024-11-04","13215 - Tempestade Local/Convectiva - Vendaval",97281,0,0,0,0,0,0,0,2024
"SC","Bocaina do Sul","2024-10-29","13215 - Tempestade Local/Convectiva - Vendaval",3290,0,0,0,0,4,0,0,2024
"RS","Dom Pedro de Alcântara","2024-10-29","13215 - Tempestade Local/Convectiva - Vendaval",2550,0,0,0,0,0,0,0,2024
"PR","Capitão Leônidas Marques","2024-11-01","13215 - Tempestade Local/Convectiva - Vendaval",14936,0,0,0,0,0,0,248,2024
"RS","Erechim","2024-10-29","13215 - Tempestade Local/Convectiva - Vendaval",96105,0,2,0,0,0,0,0,2024
"RS","Ponte Preta","2024-10-24","13215 - Tempestade Local/Convectiva - Vendaval",1750,0,0,0,0,0,0,0,2024
"RS","Antônio Prado","2024-10-24","13215 - Tempestade Local/Convectiva - Vendaval",12837,0,0,0,0,0,0,0,2024
"GO","Caldas Novas","2024-10-25","13214 - Tempestade Local/Convectiva - Chuvas Intensas",70463,0,0,0,0,0,0,0,2024
"RS","Muliterno","2024-10-30","13215 - Tempestade Local/Convectiva - Vendaval",1813,0,0,0,0,0,0,23,2024
"RS","Brochier","2024-10-24","13215 - Tempestade Local/Convectiva - Vendaval",4677,0,0,0,0,0,0,0,2024
"SC","Sangão","2024-10-25","13215 - Tempestade Local/Convectiva - Vendaval",10402,0,0,0,0,8,0,0,2024
"MG","Tapira","2024-10-24","13215 - Tempestade Local/Convectiva - Vendaval",4102,0,0,0,8,0,0,100,2024
"SC","Tangará","2024-10-24","13214 - Tempestade Local/Convectiva - Chuvas Intensas",8674,0,0,0,0,0,0,300,2024
"SC","Pinheiro Preto","2024-10-24","12300 - Alagamentos",3147,0,0,0,0,0,0,15,2024
"MS","Nioaque","2024-10-21","13215 - Tempestade Local/Convectiva - Vendaval",14396,0,0,0,0,0,0,0,2024
"MG","Itajubá","2024-10-21","13214 - Tempestade Local/Convectiva - Chuvas Intensas",90679,0,0,0,0,5,0,4000,2024
"MG","Rochedo de Minas","2024-10-25","13214 - Tempestade Local/Convectiva - Chuvas Intensas",2116,0,0,0,2,0,0,70,2024
"MG","Santana do Jacaré","2024-10-22","13213 - Tempestade Local/Convectiva - Granizo",4613,0,0,0,0,0,0,0,2024
"PE","Petrolina","2024-10-23","13214 - Tempestade Local/Convectiva - Chuvas Intensas",294081,0,0,0,0,0,0,0,2024
"MG","Berilo","2024-10-21","13215 - Tempestade Local/Convectiva - Vendaval",12307,0,0,0,0,0,0,80,2024
"MS","Nioaque","2024-10-18","13215 - Tempestade Local/Convectiva - Vendaval",14396,0,0,0,0,0,0,0,2024
"AM","São Paulo de Olivença","2024-10-17","11420 - Erosão de Margem Fluvial",31426,0,0,0,60,148,0,596,2024
"AM","Boa Vista do Ramos","2024-10-16","11321 - Deslizamentos",14921,0,0,0,0,0,0,0,2024
"PR","Itaipulândia","2024-10-22","13215 - Tempestade Local/Convectiva - Vendaval",9027,0,0,0,0,0,0,400,2024
"RO","Pimenta Bueno","2024-10-15","13215 - Tempestade Local/Convectiva - Vendaval",33754,0,2,0,0,0,0,0,2024
"AC","Manoel Urbano","2024-10-14","13215 - Tempestade Local/Convectiva - Vendaval",7989,0,0,0,3,0,0,20,2024
"PA","Oriximiná","2024-10-14","13215 - Tempestade Local/Convectiva - Vendaval",62963,0,0,0,0,15,0,200,2024
"GO","Três Ranchos","2024-10-15","13215 - Tempestade Local/Convectiva - Vendaval",2817,0,0,0,0,6,0,2054,2024
"MG","Monte Santo de Minas","2024-10-15","13215 - Tempestade Local/Convectiva - Vendaval",21246,0,0,0,3,12,0,0,2024
"MG","Frutal","2024-10-14","13214 - Tempestade Local/Convectiva - Chuvas Intensas",53474,0,0,0,0,0,0,60508,2024
"SP","Tanabi","2024-10-14","13215 - Tempestade Local/Convectiva - Vendaval",24055,0,0,0,0,0,0,0,2024
"MS","Nioaque","2024-10-11","13215 - Tempestade Local/Convectiva - Vendaval",14396,0,0,0,0,0,0,0,2024
"MG","Conquista","2024-11-14","13215 - Tempestade Local/Convectiva - Vendaval",6527,0,0,0,0,3,0,0,2024
"SC","São José do Cedro","2024-10-16","13214 - Tempestade Local/Convectiva - Chuvas Intensas",13672,0,0,0,0,0,0,0,2024
"SC","Saudades","2024-10-11","11321 - Deslizamentos",9016,0,0,0,0,0,0,0,2024
"SC","Riqueza","2024-10-11","12200 - Enxurradas",4838,0,0,0,0,0,0,0,2024
"SC","Porto Belo","2024-10-13","13214 - Tempestade Local/Convectiva - Chuvas Intensas",16118,0,0,0,0,0,0,0,2024
"SC","Agrolândia","2024-10-11","13214 - Tempestade Local/Convectiva - Chuvas Intensas",9328,0,1,0,0,0,0,0,2024
"SC","Caibi","2024-11-11","12200 - Enxurradas",6218,0,0,0,0,0,0,0,2024
"RS","Tramandaí","2024-10-14","13215 - Tempestade Local/Convectiva - Vendaval",41655,0,0,0,0,0,0,6,2024
"SC","Itajaí","2024-10-11","13214 - Tempestade Local/Convectiva - Chuvas Intensas",183388,0,0,0,0,0,0,20,2024
"MG","Mendes Pimentel","2024-10-18","13213 - Tempestade Local/Convectiva - Granizo",6329,0,0,0,0,80,0,200,2024
"SC","São João do Itaperiú","2024-10-10","12300 - Alagamentos",3438,0,0,0,0,0,0,0,2024
"SC","Biguaçu","2024-10-11","11321 - Deslizamentos",58238,0,0,0,0,0,0,0,2024
"SC","Barra Velha","2024-10-10","12100 - Inundações",22403,0,0,0,7,2,0,2,2024
"MT","Barra do Garças","2024-10-10","13214 - Tempestade Local/Convectiva - Chuvas Intensas",56423,0,0,0,1,0,0,0,2024
"MS","Nioaque","2024-10-10","13214 - Tempestade Local/Convectiva - Chuvas Intensas",14396,0,0,0,0,0,0,0,2024
"MG","Belo Oriente","2024-10-12","13215 - Tempestade Local/Convectiva - Vendaval",23397,0,0,0,14,15,0,23368,2024
"SC","Balneário Piçarras","2024-10-11","12300 - Alagamentos",17074,0,0,0,0,0,0,0,2024
"AM","Manacapuru","2024-10-10","11420 - Erosão de Margem Fluvial",85144,0,6,4,7,0,2,593,2024
"MG","Galiléia","2024-10-18","13214 - Tempestade Local/Convectiva - Chuvas Intensas",6966,0,0,0,0,0,0,1440,2024
"PR","Dois Vizinhos","2024-10-14","13213 - Tempestade Local/Convectiva - Granizo",36198,0,0,0,0,17,0,3600,2024
"PA","Oriximiná","2024-10-14","13215 - Tempestade Local/Convectiva - Vendaval",62963,0,0,0,0,0,0,0,2024
"RS","Pejuçara","2024-10-04","13213 - Tempestade Local/Convectiva - Granizo",3973,0,0,0,0,0,0,53,2024
"RS","Ibiaçá","2024-10-07","13213 - Tempestade Local/Convectiva - Granizo",4710,0,0,0,0,0,0,0,2024
"RS","Coxilha","2024-11-06","13213 - Tempestade Local/Convectiva - Granizo",2826,0,0,0,0,0,0,150,2024
"RS","Passo Fundo","2024-10-11","13213 - Tempestade Local/Convectiva - Granizo",184869,0,0,0,0,0,0,2280,2024
"RS","Saldanha Marinho","2024-10-10","13213 - Tempestade Local/Convectiva - Granizo",2869,0,0,0,0,0,0,735,2024
"RS","Panambi","2024-10-09","13213 - Tempestade Local/Convectiva - Granizo",38068,0,0,0,0,0,0,1040,2024
"RS","Carazinho","2024-10-08","13213 - Tempestade Local/Convectiva - Granizo",59301,0,0,0,0,0,0,4200,2024
"RS","Santa Bárbara do Sul","2024-10-02","13215 - Tempestade Local/Convectiva - Vendaval",8829,0,0,0,5,0,0,800,2024
"SC","Leoberto Leal","2024-11-05","13214 - Tempestade Local/Convectiva - Chuvas Intensas",3365,0,0,0,0,0,0,1000,2024
"PE","Ipojuca","2024-11-01","11321 - Deslizamentos",80542,0,0,0,0,0,0,0,2024
"RS","Dom Pedrito","2024-10-08","13214 - Tempestade Local/Convectiva - Chuvas Intensas",38916,0,0,0,49,520,0,2731,2024
"RS","São Vicente do Sul","2024-10-01","13215 - Tempestade Local/Convectiva - Vendaval",8440,0,0,0,0,0,0,18,2024
"RS","Hulha Negra","2024-10-09","13214 - Tempestade Local/Convectiva - Chuvas Intensas",6048,0,0,0,0,0,0,6048,2024
"PA","São Félix do Xingu","2024-10-02","13215 - Tempestade Local/Convectiva - Vendaval",91293,0,0,0,0,12,0,53,2024
"MG","Tapira","2024-09-30","13215 - Tempestade Local/Convectiva - Vendaval",4102,0,0,0,0,0,0,0,2024
"MT","Itanhangá","2024-10-02","13215 - Tempestade Local/Convectiva - Vendaval",5260,0,0,0,0,0,0,0,2024
"MS","Nioaque","2024-09-27","13215 - Tempestade Local/Convectiva - Vendaval",14396,0,0,0,0,0,0,0,2024
"RS","São José do Norte","2024-09-27","13214 - Tempestade Local/Convectiva - Chuvas Intensas",25523,0,0,0,0,7,0,180,2024
"RS","Espumoso","2024-09-28","13213 - Tempestade Local/Convectiva - Granizo",15240,0,0,0,0,0,0,0,2024
"RS","Cândido Godói","2024-09-26","13215 - Tempestade Local/Convectiva - Vendaval",6535,0,0,0,0,0,0,0,2024
"RS","Nova Palma","2024-09-26","13213 - Tempestade Local/Convectiva - Granizo",6345,0,0,0,0,0,0,0,2024
"RS","São João do Polêsine","2024-10-07","13213 - Tempestade Local/Convectiva - Granizo",2635,0,0,0,0,0,0,600,2024
"RS","Faxinal do Soturno","2024-09-26","13213 - Tempestade Local/Convectiva - Granizo",6672,0,0,0,0,0,0,515,2024
"RS","Ivorá","2024-09-30","13213 - Tempestade Local/Convectiva - Granizo",2156,0,0,0,0,0,0,0,2024
"RS","Palmeira das Missões","2024-09-27","13215 - Tempestade Local/Convectiva - Vendaval",34335,0,0,0,0,0,0,700,2024
"PA","Ourilândia do Norte","2024-10-02","13214 - Tempestade Local/Convectiva - Chuvas Intensas",27564,0,1,0,0,0,0,170,2024
"SC","Saudades","2024-09-27","13215 - Tempestade Local/Convectiva - Vendaval",9016,0,0,0,0,0,0,0,2024
"RS","Camaquã","2024-09-25","13214 - Tempestade Local/Convectiva - Chuvas Intensas",62759,0,0,0,0,60,0,62699,2024
"RS","Amaral Ferrador","2024-10-01","13214 - Tempestade Local/Convectiva - Chuvas Intensas",6355,0,0,0,0,12,0,6343,2024
"RS","Canguçu","2024-09-27","13214 - Tempestade Local/Convectiva - Chuvas Intensas",53268,0,0,0,0,4,0,21284,2024
"RS","Rio Grande","2024-09-27","13214 - Tempestade Local/Convectiva - Chuvas Intensas",197253,0,0,0,43,150,0,10000,2024
"MT","Confresa","2024-09-25","13215 - Tempestade Local/Convectiva - Vendaval",25127,0,0,0,0,0,0,0,2024
"PA","Xinguara","2024-09-28","13215 - Tempestade Local/Convectiva - Vendaval",40573,0,2,0,10,80,0,24000,2024
"SC","Ipuaçu","2024-11-26","13215 - Tempestade Local/Convectiva - Vendaval",6802,0,0,0,0,0,0,11,2024
"RS","Tavares","2024-10-03","13214 - Tempestade Local/Convectiva - Chuvas Intensas",5351,0,0,0,0,6,0,556,2024
"RS","Pinheiro Machado","2024-10-01","13214 - Tempestade Local/Convectiva - Chuvas Intensas",12787,0,0,0,0,0,0,11214,2024
"RO","Ji-Paraná","2024-09-24","13215 - Tempestade Local/Convectiva - Vendaval",116587,0,0,0,0,0,0,0,2024
"RS","Cristal","2024-09-24","13214 - Tempestade Local/Convectiva - Chuvas Intensas",7280,0,0,0,0,0,0,1200,2024
"RS","Pelotas","2024-10-02","13214 - Tempestade Local/Convectiva - Chuvas Intensas",327778,0,0,0,44,0,0,0,2024
"RS","Arambaré","2024-09-26","13214 - Tempestade Local/Convectiva - Chuvas Intensas",3693,0,0,0,8,150,0,0,2024
"RS","Candiota","2024-10-01","13214 - Tempestade Local/Convectiva - Chuvas Intensas",8776,0,0,0,0,0,0,160,2024
"RS","Jaguarão","2024-09-23","13213 - Tempestade Local/Convectiva - Granizo",27942,0,0,0,0,0,0,12000,2024
"MG","Brasópolis","2024-09-24","13215 - Tempestade Local/Convectiva - Vendaval",14663,0,1,0,0,3,0,202,2024
"MG","Barbacena","2024-09-26","13214 - Tempestade Local/Convectiva - Chuvas Intensas",126325,0,0,0,0,10,0,300,2024
"MS","Angélica","2024-09-24","13212 - Tempestade Local/Convectiva - Tempestade de Raios",9170,0,0,0,0,0,0,3,2024
"MS","Coronel Sapucaia","2024-09-23","13215 - Tempestade Local/Convectiva - Vendaval",14064,0,0,0,0,8,0,0,2024
"MS","Nioaque","2024-09-24","13215 - Tempestade Local/Convectiva - Vendaval",14396,0,0,0,0,0,0,0,2024
"PR","Londrina","2024-09-20","13215 - Tempestade Local/Convectiva - Vendaval",506645,0,1,0,0,0,0,8,2024
"AC","Tarauacá","2024-09-29","13215 - Tempestade Local/Convectiva - Vendaval",35526,0,0,0,0,32,0,245,2024
"PR","Araucária","2024-09-23","13215 - Tempestade Local/Convectiva - Vendaval",119207,0,0,0,0,0,0,92,2024
"SC","Ipuaçu","2024-09-20","13215 - Tempestade Local/Convectiva - Vendaval",6802,0,0,0,0,0,0,39,2024
"SC","Saudades","2024-09-20","13215 - Tempestade Local/Convectiva - Vendaval",9016,0,0,0,0,0,0,0,2024
"MS","Maracaju","2024-09-24","13213 - Tempestade Local/Convectiva - Granizo",37407,0,0,0,0,40,0,0,2024
"RN","Extremoz","2024-09-20","13112 - Ciclones - Marés de Tempestade (Ressacas)",24550,0,0,0,8,20,0,120,2024
"RS","Soledade","2024-09-26","13215 - Tempestade Local/Convectiva - Vendaval",30065,0,0,0,0,0,0,84,2024
"RS","Garruchos","2024-10-09","13215 - Tempestade Local/Convectiva - Vendaval",3233,0,0,0,0,0,0,0,2024
"RS","Pinheiro Machado","2024-09-23","13213 - Tempestade Local/Convectiva - Granizo",12787,0,0,0,0,0,0,108,2024
"RS","Piratini","2024-09-27","13214 - Tempestade Local/Convectiva - Chuvas Intensas",19831,0,0,0,0,2,0,19829,2024
"MT","Cáceres","2024-10-08","13215 - Tempestade Local/Convectiva - Vendaval",87912,0,0,0,0,0,0,0,2024
"RS","Canguçu","2024-09-23","13213 - Tempestade Local/Convectiva - Granizo",53268,0,0,0,0,0,0,0,2024
"RR","Caracaraí","2024-09-20","13215 - Tempestade Local/Convectiva - Vendaval",18384,0,0,0,0,0,0,0,2024
"PA","Maracanã","2024-09-18","12300 - Alagamentos",28376,0,0,0,0,0,0,0,2024
"SC","Mafra","2024-09-16","13214 - Tempestade Local/Convectiva - Chuvas Intensas",52920,0,0,0,0,0,0,0,2024
"SC","Itaiópolis","2024-09-19","13214 - Tempestade Local/Convectiva - Chuvas Intensas",20315,0,0,0,0,0,0,1,2024
"SC","Rio Rufino","2024-09-15","13214 - Tempestade Local/Convectiva - Chuvas Intensas",2436,0,0,0,0,0,0,0,2024
"MS","Nioaque","2024-09-16","13214 - Tempestade Local/Convectiva - Chuvas Intensas",14396,0,0,0,0,0,0,0,2024
"PR","Clevelândia","2024-09-17","13215 - Tempestade Local/Convectiva - Vendaval",17232,0,0,0,0,500,0,0,2024
"SC","Rio Rufino","2024-09-15","13214 - Tempestade Local/Convectiva - Chuvas Intensas",2436,0,0,0,0,0,0,0,2024
"PR","Pato Branco","2024-09-19","13215 - Tempestade Local/Convectiva - Vendaval",72373,0,0,0,12,24,0,532,2024
"SC","Santa Cecília","2024-09-13","13214 - Tempestade Local/Convectiva - Chuvas Intensas",15740,0,0,0,0,0,0,0,2024
"RS","Vacaria","2024-09-13","13213 - Tempestade Local/Convectiva - Granizo",61345,0,0,0,0,0,0,0,2024
"AC","Manoel Urbano","2024-09-16","13215 - Tempestade Local/Convectiva - Vendaval",7989,0,0,0,0,0,0,100,2024
"AM","Coari","2024-09-17","13215 - Tempestade Local/Convectiva - Vendaval",75909,0,53,235,120,280,0,122,2024
"AM","Envira","2024-09-06","13215 - Tempestade Local/Convectiva - Vendaval",16328,0,13,0,125,0,0,274,2024
"SC","Balneário Piçarras","2024-09-06","13112 - Ciclones - Marés de Tempestade (Ressacas)",17074,0,0,0,0,0,0,0,2024
"AM","Alvarães","2024-09-06","13215 - Tempestade Local/Convectiva - Vendaval",14080,0,0,0,0,0,0,624,2024
"AM","Tefé","2024-09-06","13215 - Tempestade Local/Convectiva - Vendaval",61399,0,0,0,0,132,0,978,2024
"PE","Ipojuca","2024-10-15","11321 - Deslizamentos",80542,0,0,0,0,0,0,0,2024
"PA","Monte Alegre","2024-08-29","13215 - Tempestade Local/Convectiva - Vendaval",55459,0,0,0,0,75,0,1675,2024
"PA","Belterra","2024-08-28","13215 - Tempestade Local/Convectiva - Vendaval",16324,0,0,0,0,0,0,80,2024
"RS","Hulha Negra","2024-08-22","11321 - Deslizamentos",6048,0,0,0,0,0,0,0,2024
"RO","Rio Crespo","2024-08-30","13215 - Tempestade Local/Convectiva - Vendaval",3316,0,0,0,0,0,0,0,2024
"RS","Pinheiro Machado","2024-08-20","13214 - Tempestade Local/Convectiva - Chuvas Intensas",12787,0,0,0,0,0,0,11214,2024
"MS","Jaraguari","2024-08-27","24200 - Rompimento/colapso de barragens",6341,0,0,0,8,10,0,32,2024
"RO","Ji-Paraná","2024-08-19","13215 - Tempestade Local/Convectiva - Vendaval",116587,0,0,0,0,0,0,60,2024
"MT","Colniza","2024-08-27","13215 - Tempestade Local/Convectiva - Vendaval",26390,0,0,0,0,0,0,0,2024
"TO","Araguatins","2024-09-03","13215 - Tempestade Local/Convectiva - Vendaval",31324,0,0,0,0,0,0,0,2024
"RS","Itaqui","2024-08-06","13213 - Tempestade Local/Convectiva - Granizo",38166,0,0,0,0,0,0,568,2024
"PE","Ipojuca","2024-08-30","11321 - Deslizamentos",80542,0,0,0,0,0,0,0,2024
"ES","Vitória","2024-11-05","13214 - Tempestade Local/Convectiva - Chuvas Intensas",325453,0,0,0,0,8,0,16,2024
"AC","Grupo de municípios","2024-08-05","11420 - Erosão de Margem Fluvial",0,0,0,0,50,0,0,100000,2024
"AC","Rio Branco","2024-08-05","11420 - Erosão de Margem Fluvial",335796,0,0,0,0,0,0,56,2024
"AC","Feijó","2024-08-05","11420 - Erosão de Margem Fluvial",32311,0,0,0,50,0,0,250,2024
"PE","Ipojuca","2024-07-31","11321 - Deslizamentos",80542,0,0,0,0,0,0,0,2024
"AP","Tartarugalzinho","2024-07-22","13215 - Tempestade Local/Convectiva - Vendaval",12435,0,5,0,7,21,0,164,2024
"RS","Mostardas","2024-07-19","13214 - Tempestade Local/Convectiva - Chuvas Intensas",12130,0,0,0,0,0,0,0,2024
"SC","Joinville","2024-07-19","12300 - Alagamentos",515250,0,0,0,0,0,0,0,2024
"SC","Mafra","2024-07-16","13214 - Tempestade Local/Convectiva - Chuvas Intensas",52920,0,0,0,0,0,0,0,2024
"PE","Abreu e Lima","2024-12-18","12100 - Inundações",94428,0,0,0,0,0,0,0,2024
"PE","Abreu e Lima","2024-12-17","11321 - Deslizamentos",94428,0,0,0,0,2,0,0,2024
"SC","Jaguaruna","2024-07-15","13214 - Tempestade Local/Convectiva - Chuvas Intensas",17291,0,0,0,0,0,0,200,2024
"SC","Aurora","2024-07-15","13214 - Tempestade Local/Convectiva - Chuvas Intensas",5552,0,0,0,10,1,0,1000,2024
"PR","Pinhão","2024-07-18","13213 - Tempestade Local/Convectiva - Granizo",30233,0,0,0,0,0,0,420,2024
"SC","Imbituba","2024-07-15","13214 - Tempestade Local/Convectiva - Chuvas Intensas",40200,0,0,0,1,10,0,500,2024
"SC","São João do Sul","2024-07-17","13214 - Tempestade Local/Convectiva - Chuvas Intensas",7002,0,0,0,0,40,0,2000,2024
"SC","São Bento do Sul","2024-07-15","11321 - Deslizamentos",74797,0,0,0,0,11,0,0,2024
"SC","Orleans","2024-07-15","13214 - Tempestade Local/Convectiva - Chuvas Intensas",21395,0,0,0,0,0,0,0,2024
"SC","Rio do Sul","2024-07-08","13214 - Tempestade Local/Convectiva - Chuvas Intensas",61196,0,0,0,255,195,0,0,2024
"SC","Ituporanga","2024-07-16","13214 - Tempestade Local/Convectiva - Chuvas Intensas",22255,0,0,0,0,16,0,0,2024
"PB","Campina Grande","2024-07-09","11321 - Deslizamentos",385276,0,0,0,0,0,0,0,2024
"SC","Rio Rufino","2024-07-08","13214 - Tempestade Local/Convectiva - Chuvas Intensas",2436,0,0,0,0,0,0,450,2024
"SC","Braço do Norte","2024-07-16","13214 - Tempestade Local/Convectiva - Chuvas Intensas",29018,0,0,0,0,0,8,0,2024
"SC","Agrolândia","2024-07-15","11321 - Deslizamentos",9328,0,0,0,0,0,0,0,2024
"PE","Ipojuca","2024-07-15","11321 - Deslizamentos",80542,0,0,0,0,0,0,0,2024
"RN","Extremoz","2024-07-17","12300 - Alagamentos",24550,0,0,0,72,180,0,3000,2024
"RJ","Campos dos Goytacazes","2024-07-02","13112 - Ciclones - Marés de Tempestade (Ressacas)",463545,0,0,0,0,0,0,0,2024
"SC","Florianópolis","2024-07-01","13112 - Ciclones - Marés de Tempestade (Ressacas)",421203,0,0,0,0,0,0,0,2024
"RS","Ipiranga do Sul","2024-06-28","13214 - Tempestade Local/Convectiva - Chuvas Intensas",1944,0,0,0,0,0,0,1720,2024
